1925-4008,1925-4016,1925-4008,"Journal of biomedical graphics and computing.","J Biomed Graph Comput",,"J Biomed Graph Comput"
2090-5688,2090-5696,2090-5688,"ISRN ophthalmology.","ISRN Ophthalmol",,"ISRN Ophthalmol"
,2235-2988,2235-2988,"Frontiers in cellular and infection microbiology","Front Cell Infect Microbiol",FCIMB,"Front Cell Infect Microbiol"
2090-6986,2090-6994,2090-6994,"Case reports in vascular medicine","Case Report Vasc Med",,"Case Report Vasc Med"
2090-6846,2090-6854,2090-6854,"Case reports in pulmonology","Case Rep Pulmonol",,"Case Rep Pulmonol"
2090-6889,2090-6897,2090-6897,"Case reports in rheumatology","Case Report Rheumatol",,"Case Report Rheumatol"
2141-9248,2277-9205,2141-9248,"Annals of medical and health sciences research.","Ann Med Health Sci Res",,"Ann Med Health Sci Res"
,2230-522X,2230-522X,"Nursing : research and reviews.","Nursing (Auckl)",,"Nursing (Auckl)"
,2146-1414,,"Molecular imaging and radionuclide therapy.","Mol Imaging Radionucl Ther",,"Mol Imaging Radionucl Ther"
2251-3159,2251-3140,,"GSTF international journal on bioinformatics & biotechnology.","GSTF Int J Bioinforma Biotechnol","Global Science & Techology Forum international journal on bioinformatics & biotechnology","GSTF Int J Bioinforma Biotechnol"
2211-8160,2211-8179,,"Global heart.","Glob Heart",,"Glob Heart"
,,,"Journal of health behavior and public health","J Health Behav Public Health",,"J Health Behav Public Health"
,2229-2217,2229-2217,"Plant Pathology & Quarantine Journal of Fungal Biology","Plant Pathol Quar J Fungal Biolog","Plant Pathology and Quarantine Journal of Fungal Biology","Plant Pathol Quar J Fungal Biolog"
2231-0770,2249-4464,2231-0770,"Avicenna journal of medicine.","Avicenna J Med",,"Avicenna J Med"
,2155-9538,2155-9538,"Journal of bioengineering & biomedical science","J Bioeng Biomed Sci","Journal of bioengineering and biomedical science","J Bioeng Biomed Sci"
2160-3898,2160-388X,,"Journal of computer vision and image processing.","J Comput Vis Image Process",,"J Comput Vis Image Process"
2210-5433,2210-5441,2210-5433,"Philosophy & technology.","Philos Technol","Philosophy and technology","Philos Technol"
2079-7362,2079-7370,,"East Asian journal on applied mathematics.","East Asian J Applied Math",,"East Asian J Applied Math"
,2231-0894,2231-0894,"European journal of medicinal plants","European J Med Plants",,"European J Med Plants"
2090-682X,2090-6838,2090-6838,"Case reports in psychiatry","Case Rep Psychiatry",,"Case Rep Psychiatry"
2090-6544,2090-6552,2090-6552,"Case reports in genetics","Case Rep Genet",,"Case Rep Genet"
,2165-7904,2165-7904,"Journal of obesity & weight loss therapy","J Obes Weight Loss Ther","Journal of obesity and weight loss therapy","J Obes Weight Loss Ther"
2049-2146,2049-2154,2049-2146,"Contemporary hypnosis & integrative therapy.","Contemp Hypn Integr Ther","Contemporary hypnosis and integrative therapy","Contemp Hypn Integr Ther"
,2014-2862,2014-2862,"Multidisciplinary journal of educational research","Multidiscip J Educ Research",REMIE,"Multidiscip J Educ Research"
,2191-1991,,"Health economics review","Health Econ Rev",HER,"Health Econ Rev"
2159-6859,2159-6867,,"MRS communications","MRS Commun",,"MRS Commun"
2231-4504,2249-0736,2231-4504,"i-Manager's journal on nursing.","Imanagers J Nurs",,"Imanagers J Nurs"
2165-3445,2165-3453,2165-3445,"Computational molecular bioscience.","Comput Mol Biosci",CMB,"Comput Mol Biosci"
,2046-2069,2046-2069,"RSC advances","RSC Adv",,"RSC Adv"
,2160-2026,2160-2026,"International journal of burns and trauma","Int J Burns Trauma","Int. j. burns trauma","Int J Burns Trauma"
,2249-6793,2249-6793,"International journal of universal pharmacy and life sciences","Int J Univers Pharm Life Sci",IJUPLS,"Int J Univers Pharm Life Sci"
2164-5329,2164-5337,2164-5329,"World Journal of Cardiovascular Diseases.","World J Cardiovasc Dis",,"World J Cardiovasc Dis"
2090-6706,2090-6714,,"Case reports in oncological medicine","Case Rep Oncol Med",,"Case Rep Oncol Med"
2090-6803,2090-6811,,"Case reports in pediatrics","Case Rep Pediatr",,"Case Rep Pediatr"
2090-6382,2090-6390,,"Case reports in anesthesiology","Case Rep Anesthesiol",,"Case Rep Anesthesiol"
2090-6722,2090-6730,,"Case reports in ophthalmological medicine","Case Rep Ophthalmol Med",,"Case Rep Ophthalmol Med"
,2161-0711,,"Journal of community medicine & health education","J Community Med Health Educ","Journal of community medicine and health education","J Community Med Health Educ"
,1179-8483,1179-8483,"Comparative effectiveness research","Comp Eff Res (Auckl)","Journal of comparative effectiveness research","Comp Eff Res (Auckl)"
,2161-0673,,"Journal of sports medicine & doping studies","J Sports Med Doping Stud","Journal of sports medicine and doping studies","J Sports Med Doping Stud"
,2211-5463,,"FEBS open bio","FEBS Open Bio","FEBS openbio","FEBS Open Bio"
,2161-1149,,"Rheumatology : current research.","Rheumatology (Sunnyvale)",,"Rheumatology (Sunnyvale)"
2230-973X,2230-9713,2230-9713,"International journal of pharmaceutical investigation.","Int J Pharm Investig",,"Int J Pharm Investig"
,2045-5380,2045-5380,"Biology of mood & anxiety disorders","Biol Mood Anxiety Disord","Biology of mood and anxiety disorders","Biol Mood Anxiety Disord"
,2161-069X,,"Journal of gastrointestinal & digestive system","J Gastrointest Dig Syst","Journal of gastrointestinal and digestive system","J Gastrointest Dig Syst"
,2075-1729,,"Life : open access journal.",Life,Life,Life
,2046-2441,2046-2441,"Open biology","Open Biol",,"Open Biol"
2090-696X,2090-6978,,"Case reports in urology","Case Rep Urol",,"Case Rep Urol"
2090-6900,2090-6919,,"Case reports in surgery","Case Rep Surg",,"Case Rep Surg"
2090-6862,2090-6870,,"Case reports in radiology","Case Rep Radiol",,"Case Rep Radiol"
2090-6528,2090-6536,,"Case reports in gastrointestinal medicine","Case Rep Gastrointest Med",,"Case Rep Gastrointest Med"
,2000-8686,2000-8686,"Infection ecology & epidemiology","Infect Ecol Epidemiol","Infection ecology and epidemiology","Infect Ecol Epidemiol"
2160-8814,2160-8822,2160-8814,"World journal of AIDS.","World J AIDS",WJA,"World J AIDS"
,2161-0495,,"Journal of clinical toxicology","J Clin Toxicol",,"J Clin Toxicol"
,1925-8348,1925-8348,"Canadian geriatrics journal : CGJ.","Can Geriatr J",CGJ,"Can Geriatr J"
,2218-1989,2218-1989,Metabolites,Metabolites,,Metabolites
2047-2978,2047-2986,2047-2978,"Journal of global health.","J Glob Health",JGH,"J Glob Health"
2162-450X,2162-4526,2162-450X,"Open journal of immunology.","Open J Immunol","Journal of immunology","Open J Immunol"
2090-5548,2090-5556,2090-5548,"ISRN anesthesiology","ISRN Anesthesiol","International Scholarly Research Network anesthesiology","ISRN Anesthesiol"
2090-522X,2090-5238,2090-522X,"ISRN zoology.","ISRN Zool",Zoology,"ISRN Zool"
2223-4292,2223-4306,2223-4306,"Quantitative imaging in medicine and surgery","Quant Imaging Med Surg",QIMS,"Quant Imaging Med Surg"
,2045-3329,2045-3329,"Clinical sarcoma research","Clin Sarcoma Res",,"Clin Sarcoma Res"
,1664-5456,1664-5456,"Cerebrovascular diseases extra","Cerebrovasc Dis Extra",,"Cerebrovasc Dis Extra"
,2042-5783,2042-5783,"Microbial informatics and experimentation","Microb Inform Exp",MIE,"Microb Inform Exp"
,2077-0375,2077-0375,Membranes,"Membranes (Basel)",,"Membranes (Basel)"
,2192-2209,,"Natural products and bioprospecting","Nat Products Bioprospect",,"Nat Products Bioprospect"
2234-1900,2234-3164,2234-1900,"Radiation oncology journal.","Radiat Oncol J",ROJ,"Radiat Oncol J"
,2228-7477,2228-7477,"Journal of medical signals and sensors","J Med Signals Sens",JMSS,"J Med Signals Sens"
1664-2147,1664-2155,,"Nestlé Nutrition Institute workshop series.","Nestle Nutr Inst Workshop Ser",,"Nestle Nutr Inst Workshop Ser"
,2118-9773,2118-9773,"European journal of taxonomy","Eur J Taxon",EJT,"Eur J Taxon"
2163-0402,2163-0933,,"Neurology. Clinical practice.","Neurol Clin Pract",,"Neurol Clin Pract"
2162-2183,2162-2191,216-2183,"Advances in biological chemistry.","Adv Biol Chem",ABC,"Adv Biol Chem"
2234-2400,2234-2443,2234-2400,"Clinical endoscopy.","Clin Endosc",CE,"Clin Endosc"
,2161-0940,,"Anatomy & physiology : current research.",,"Anatomy and physiology","Anat Physiol"
,2231-1963,2231-1963,"International journal of advances in engineering and technology","Int J Adv Eng Technol",,"Int J Adv Eng Technol"
,2211-3207,,"International journal for parasitology, drugs and drug resistance","Int J Parasitol Drugs Drug Resist","Drugs and drug resistance","Int J Parasitol Drugs Drug Resist"
2090-6781,2090-679X,2090-679X,"Case reports in pathology","Case Report Pathol",,"Case Report Pathol"
2090-6765,2090-6773,2090-6773,"Case reports in otolaryngology","Case Report Otolaryngol",,"Case Report Otolaryngol"
2090-6501,2090-651X,2090-651X,"Case reports in endocrinology","Case Report Endocrinol",,"Case Report Endocrinol"
2090-6560,2090-6579,2090-6579,"Case reports in hematology","Case Report Hematol",,"Case Report Hematol"
2090-6684,2090-6692,,"Case reports in obstetrics and gynecology","Case Rep Obstet Gynecol",,"Case Rep Obstet Gynecol"
2090-6668,2090-6676,2090-6676,"Case reports in neurological medicine","Case Report Neurol Med",,"Case Report Neurol Med"
2090-2085,2090-2093,2090-2093,"Schizophrenia research and treatment","Schizophr Res Treatment",,"Schizophr Res Treatment"
,2045-7022,2045-7022,"Clinical and translational allergy","Clin Transl Allergy","Clinical & translational allergy","Clin Transl Allergy"
2234-0726,2234-2451,2234-0726,"Knee surgery & related research.","Knee Surg Relat Res","Knee surgery and related research","Knee Surg Relat Res"
,2250-0480,2250-0480,"International journal of life science and pharma research","Int J Life Sci Pharma Res",IJLPR,
,2001-0001,2001-0001,"Pathobiology of aging & age related diseases","Pathobiol Aging Age Relat Dis","Pathobiology of aging and age related diseases","Pathobiol Aging Age Relat Dis"
,2250-2319,2250-2319,"Journal of interdisciplinary biology","J Interdiscip Biol",,
2193-6218,2193-6226,2193-6218,"Medizinische Klinik, Intensivmedizin und Notfallmedizin.","Med Klin Intensivmed Notfmed",,"Med Klin Intensivmed Notfmed"
2210-6766,2210-6774,2210-6766,"Adolescent psychiatry.","Adolesc Psychiatry (Hilversum)",,"Adolesc Psychiatry (Hilversum)"
2210-271X,,,"Computational & theoretical chemistry.","Comput Theor Chem","Computational and theoretical chemistry","Comput Theor Chem"
2233-7687,,2233-7687,"Korean journal of systematic zoology.","Korean J Syst Zool",,"Korean J Syst Zool"
2095-0837,,,"Plant science journal.","Plant Sci J",,"Plant Sci J"
1877-9468,1877-9476,1877-9468,"Current physical chemistry.","Curr Phys Chem",,"Curr Phys Chem"
,2040-4603,2040-4603,"Comprehensive Physiology.","Compr Physiol","Handbook of physiology (Bethesda, Md.)","Compr Physiol"
1877-9123,1877-9131,1877-9123,"Recent patents on nanomedicine.","Recent Patents Nanomed",,"Recent Patents Nanomed"
0973-6883,,0973-6883,"Journal of clinical and experimental hepatology.","J Clin Exp Hepatol",,"J Clin Exp Hepatol"
2090-6625,2090-6633,,"Case reports in infectious diseases","Case Rep Infect Dis",,"Case Rep Infect Dis"
2090-6447,2090-6455,,"Case reports in dentistry","Case Rep Dent",,"Case Rep Dent"
2234-0645,2234-0653,2234-0645,"Annals of rehabilitation medicine.","Ann Rehabil Med",ARM,"Ann Rehabil Med"
1923-2861,1923-287X,1923-2861,"Journal of endocrinology and metabolism.","J Endocrinol Metab","J endocrinol metab","J Endocrinol Metab"
1923-2845,1923-2853,1923-2845,"Journal of neurology research.","J Neurol Res",JNR,"J Neurol Res"
2153-599X,2153-5981,,"Religion, brain & behavior.","Religion Brain Behav","Religion, brain and behavior","Religion Brain Behav"
,2190-8567,,"Journal of mathematical neuroscience","J Math Neurosci",JMN,"J Math Neurosci"
2210-3031,2210-304X,2210-3031,"Drug delivery letters.","Drug Deliv Lett",,"Drug Deliv Lett"
,2161-2625,,"The journal of bioscience and medicine","J Biosci Med",,"J Biosci Med"
,1664-5529,,"Nephron extra","Nephron Extra",,"Nephron Extra"
2146-3123,2146-3131,,"Balkan medical journal.","Balkan Med J",,"Balkan Med J"
2090-3154,2090-3162,2090-3162,"Genetics research international","Genet Res Int",,"Genet Res Int"
2090-3057,2090-3065,2090-3057,"Journal of pathogens","J Pathog",,"J Pathog"
2210-2965,2210-2973,2210-2965,"Recent patents on regenerative medicine.","Rec Pat Regen Med",,"Rec Pat Regen Med"
2090-2743,2090-2751,2090-2743,"Anatomy research international","Anat Res Int",,"Anat Res Int"
,2157-1422,,"Cold Spring Harbor perspectives in medicine","Cold Spring Harb Perspect Med","CSH perspectives in medicine","Cold Spring Harb Perspect Med"
2229-5151,2231-5004,2229-5151,"International journal of critical illness and injury science.","Int J Crit Illn Inj Sci",,"Int J Crit Illn Inj Sci"
2090-6145,2090-6153,2090-6145,"ISRN pharmaceutics","ISRN Pharm",,"ISRN Pharm"
,2231-0614,2231-0614,"British journal of medicine and medical research","Br J Med Med Res",,"Br J Med Med Res"
0035-6050,,,"Theoretical biology forum.","Theor Biol Forum",,"Theor Biol Forum"
,2162-3279,,"Brain and behavior","Brain Behav",,"Brain Behav"
2090-5467,2090-5475,2090-5467,"ISRN rheumatology","ISRN Rheumatol",,"ISRN Rheumatol"
2062-509X,2062-8633,2062-509X,"European journal of microbiology & immunology.","Eur J Microbiol Immunol (Bp)","European journal of microbiology and immunology","Eur J Microbiol Immunol (Bp)"
1314-4057,1314-4049,1314-4049,MycoKeys,MycoKeys,,
,2160-200X,2160-200X,"American journal of cardiovascular disease","Am J Cardiovasc Dis","Am J Cardiovasc Dis","Am J Cardiovasc Dis"
,2160-1992,2160-1992,"American journal of blood research","Am J Blood Res",AJBR,"Am J Blood Res"
2162-2477,2162-2485,2162-2485,"Open journal of preventive medicine.","Open J Prev Med",OJPM,"Open J Prev Med"
,2160-8288,,"Tremor and other hyperkinetic movements","Tremor Other Hyperkinet Mov (N Y)",TOHM,"Tremor Other Hyperkinet Mov (N Y)"
2156-3950,2156-3985,,"IEEE transactions on components, packaging, and manufacturing technology.","IEEE Trans Compon Packaging Manuf Technol",,"IEEE Trans Compon Packaging Manuf Technol"
,2234-943X,2234-943X,"Frontiers in oncology","Front Oncol",,"Front Oncol"
2192-8304,2192-8312,2192-8304,"JIMD reports","JIMD Rep","Journal of inherited metabolic disorders reports","JIMD Rep"
,2044-5385,2044-5385,"Blood cancer journal","Blood Cancer J",,"Blood Cancer J"
,2211-2839,,"Results in immunology","Results Immunology",,
2090-3170,2090-3189,,"International journal of breast cancer","Int J Breast Cancer",,"Int J Breast Cancer"
2247-2452,,2247-2452,"Oral health and dental management.","Oral Health Dent Manag",OHDM,"Oral Health Dent Manag"
2090-4630,2090-4649,2090-4630,"ISRN endocrinology","ISRN Endocrinol",,"ISRN Endocrinol"
2090-5505,2090-5513,2090-5505,"ISRN neurology","ISRN Neurol",,"ISRN Neurol"
2090-469X,2090-4703,2090-469X,"ISRN pediatrics","ISRN Pediatr",,"ISRN Pediatr"
,,,"Cancer reports","Cancer Rep",,"Cancer Rep"
,2248-9215,2248-9215,"European journal of experimental biology","Eur J Exp Biol",,
1877-7171,1877-718X,1877-7171,"Journal of Parkinson's disease.","J Parkinsons Dis",JPD,"J Parkinsons Dis"
2090-3111,2090-312X,2090-312X,"Prostate cancer","Prostate Cancer",,"Prostate Cancer"
2090-5165,2090-5173,2090-5165,"ISRN pharmacology","ISRN Pharmacol",,"ISRN Pharmacol"
2090-5661,2090-567X,2090-5661,"ISRN oncology","ISRN Oncol",,"ISRN Oncol"
2090-441X,2090-4428,2090-441X,"ISRN hematology","ISRN Hematol",,"ISRN Hematol"
2090-5807,2090-5815,2090-5807,"ISRN urology","ISRN Urol",,"ISRN Urol"
2090-5785,2090-5793,2090-5785,"ISRN surgery","ISRN Surg",,"ISRN Surg"
2090-1941,2090-195X,2090-195X,"Radiology research and practice","Radiol Res Pract",,"Radiol Res Pract"
2090-4592,2090-4606,2090-4592,"ISRN dermatology","ISRN Dermatol",,"ISRN Dermatol"
,2160-1836,2160-1836,"G3 : genes - genomes - genetics.","G3 (Bethesda)","Genes - genomes - genetics","G3 (Bethesda)"
,2045-7758,2045-7758,"Ecology and evolution","Ecol Evol",,"Ecol Evol"
2090-5580,2090-5599,2090-5580,"ISRN cardiology","ISRN Cardiol",,"ISRN Cardiol"
,2158-3226,,"AIP advances","AIP Adv","American Institute of Physics advances","AIP Adv"
2095-0136,,,"Zhongguo bing du bing za zhi.","Zhongguo Bing Du Bing Za Zhi","Chinese journal of viral diseases","Zhongguo Bing Du Bing Za Zhi"
,2190-5738,2190-5738,"3 Biotech","3 Biotech","Three biotech","3 Biotech"
2156-5783,2156-5368,,"Journal of caffeine research.","J Caffeine Res",,"J Caffeine Res"
,2160-584X,,"Motivational interviewing : training, research, implementation, practice.","Motiv Interviewing",,"Motiv Interviewing"
2062-249X,,,"Journal of flow chemistry.","J Flow Chem",,"J Flow Chem"
2090-3464,2090-3472,,"Advances in orthopedics","Adv Orthop",,"Adv Orthop"
2159-2527,2159-2535,2159-2527,Biomatter.,Biomatter,,Biomatter
2090-3448,2090-3456,,"International journal of hepatology","Int J Hepatol",,"Int J Hepatol"
2090-3480,2090-3499,,"Advances in preventive medicine","Adv Prev Med",,"Adv Prev Med"
,1664-5464,1664-5464,"Dementia and geriatric cognitive disorders extra","Dement Geriatr Cogn Dis Extra",,"Dement Geriatr Cogn Dis Extra"
2233-7903,2093-0488,1226-0053,"Journal of the Korean Surgical Society.","J Korean Surg Soc",JKSS,"J Korean Surg Soc"
2156-8693,2156-8731,,"Society and mental health.","Soc Ment Health",,"Soc Ment Health"
2233-7385,2233-7393,2233-7393,"Chonnam medical journal.","Chonnam Med J",CMJ,"Chonnam Med J"
